feature_name,feature_value,feature_value_all,feature_value_name,norm_score,score,type,vis
lin_space_sequence_coeff,"(3.031718, 12.837175)","[0.18473562403071309, 0.683453381061554, 1.0657484795201209, 1.6128226203303184, 3.0317178572377848, 12.837174805364283]",lin_space_sequence_coeff_5,1.0,11.666968,continuous,box
lin_space_sequence_coeff,"(3.031718, 12.837175)","[0.18473562403071309, 0.683453381061554, 1.0657484795201209, 1.6128226203303184, 3.0317178572377848, 12.837174805364283]",lin_space_sequence_coeff_5,0.816007,11.647165,continuous,histogram
lin_space_sequence_coeff,"(3.031718, 12.837175)","[0.18473562403071309, 0.683453381061554, 1.0657484795201209, 1.6128226203303184, 3.0317178572377848, 12.837174805364283]",lin_space_sequence_coeff_5,0.533049,11.616711,continuous,heatmap
symbol_in_name,y,N/A,y,1.0,11.780659,categorical,line
symbol_in_name,y,N/A,y,0.763754,11.746905,categorical,scatter
symbol_in_name,y,N/A,y,0.723619,11.741171,categorical,bar
symbol_in_name,y,N/A,y,0.748425,11.744715,categorical,box
symbol_in_name,y,N/A,y,0.0,11.637782,categorical,histogram
symbol_in_name,y,N/A,y,0.340505,11.686433,categorical,heatmap
first_char_uppercase_name,first_char_uppercase_name_True,N/A,first_char_uppercase_name_True,1.0,11.829872,categorical,line
first_char_uppercase_name,first_char_uppercase_name_True,N/A,first_char_uppercase_name_True,0.705279,11.779174,categorical,scatter
first_char_uppercase_name,first_char_uppercase_name_True,N/A,first_char_uppercase_name_True,0.743672,11.785778,categorical,bar
first_char_uppercase_name,first_char_uppercase_name_True,N/A,first_char_uppercase_name_True,0.799131,11.795318,categorical,box
first_char_uppercase_name,first_char_uppercase_name_True,N/A,first_char_uppercase_name_True,0.0,11.65785,categorical,histogram
first_char_uppercase_name,first_char_uppercase_name_True,N/A,first_char_uppercase_name_True,0.307111,11.71068,categorical,heatmap
is_only_field,is_only_field_False,N/A,is_only_field_False,1.0,11.840878,categorical,line
is_only_field,is_only_field_False,N/A,is_only_field_False,0.91951,11.822395,categorical,scatter
is_only_field,is_only_field_False,N/A,is_only_field_False,0.800638,11.795098,categorical,bar
is_only_field,is_only_field_False,N/A,is_only_field_False,0.563132,11.74056,categorical,box
is_only_field,is_only_field_False,N/A,is_only_field_False,0.0,11.611248,categorical,histogram
is_only_field,is_only_field_False,N/A,is_only_field_False,0.501196,11.726338,categorical,heatmap
mean,"(31.850278, 281.886005)","[0.19169357286826255, 4.191202395962129, 31.850277947456604, 281.8860048355595, 8262.562250976542]",mean_3,1.0,11.656698,continuous,line
mean,"(31.850278, 281.886005)","[0.19169357286826255, 4.191202395962129, 31.850277947456604, 281.8860048355595, 8262.562250976542]",mean_3,0.886698,11.647737,continuous,scatter
mean,"(31.850278, 281.886005)","[0.19169357286826255, 4.191202395962129, 31.850277947456604, 281.8860048355595, 8262.562250976542]",mean_3,0.374214,11.607204,continuous,bar
mean,"(31.850278, 281.886005)","[0.19169357286826255, 4.191202395962129, 31.850277947456604, 281.8860048355595, 8262.562250976542]",mean_3,0.745405,11.636562,continuous,box
mean,"(31.850278, 281.886005)","[0.19169357286826255, 4.191202395962129, 31.850277947456604, 281.8860048355595, 8262.562250976542]",mean_3,0.0,11.577607,continuous,histogram
mean,"(31.850278, 281.886005)","[0.19169357286826255, 4.191202395962129, 31.850277947456604, 281.8860048355595, 8262.562250976542]",mean_3,0.155939,11.58994,continuous,heatmap
normalized_mean,"(0.778461, 0.989678)","[0.12335866319556389, 0.4055944875219176, 0.5259337732099718, 0.6351002664527585, 0.7784608491774527, 0.9896777660615983]",normalized_mean_5,0.8776,11.632088,continuous,line
normalized_mean,"(0.778461, 0.989678)","[0.12335866319556389, 0.4055944875219176, 0.5259337732099718, 0.6351002664527585, 0.7784608491774527, 0.9896777660615983]",normalized_mean_5,0.659784,11.614071,continuous,scatter
normalized_mean,"(0.778461, 0.989678)","[0.12335866319556389, 0.4055944875219176, 0.5259337732099718, 0.6351002664527585, 0.7784608491774527, 0.9896777660615983]",normalized_mean_5,0.230542,11.578567,continuous,bar
normalized_mean,"(0.778461, 0.989678)","[0.12335866319556389, 0.4055944875219176, 0.5259337732099718, 0.6351002664527585, 0.7784608491774527, 0.9896777660615983]",normalized_mean_5,1.0,11.642212,continuous,box
normalized_mean,"(0.778461, 0.989678)","[0.12335866319556389, 0.4055944875219176, 0.5259337732099718, 0.6351002664527585, 0.7784608491774527, 0.9896777660615983]",normalized_mean_5,0.0,11.559498,continuous,histogram
normalized_mean,"(0.778461, 0.989678)","[0.12335866319556389, 0.4055944875219176, 0.5259337732099718, 0.6351002664527585, 0.7784608491774527, 0.9896777660615983]",normalized_mean_5,0.05488,11.564038,continuous,heatmap
median,"(30.791238, 273.124194)","[0.11030144243110573, 5.251452979118592, 30.791238223660386, 273.1241935483871, 10816.114516129033]",median_3,1.0,11.659667,continuous,line
median,"(30.791238, 273.124194)","[0.11030144243110573, 5.251452979118592, 30.791238223660386, 273.1241935483871, 10816.114516129033]",median_3,0.86744,11.648883,continuous,scatter
median,"(30.791238, 273.124194)","[0.11030144243110573, 5.251452979118592, 30.791238223660386, 273.1241935483871, 10816.114516129033]",median_3,0.337723,11.60579,continuous,bar
median,"(30.791238, 273.124194)","[0.11030144243110573, 5.251452979118592, 30.791238223660386, 273.1241935483871, 10816.114516129033]",median_3,0.713813,11.636385,continuous,box
median,"(30.791238, 273.124194)","[0.11030144243110573, 5.251452979118592, 30.791238223660386, 273.1241935483871, 10816.114516129033]",median_3,0.0,11.578315,continuous,histogram
median,"(30.791238, 273.124194)","[0.11030144243110573, 5.251452979118592, 30.791238223660386, 273.1241935483871, 10816.114516129033]",median_3,0.174251,11.592491,continuous,heatmap
normalized_median,"(0.835258, 0.993336)","[0.0006439799570568626, 0.34516593635082243, 0.5100700477919271, 0.6504355974735753, 0.8352578886189768, 0.9933362595496638]",normalized_median_5,0.958056,11.629865,continuous,line
normalized_median,"(0.835258, 0.993336)","[0.0006439799570568626, 0.34516593635082243, 0.5100700477919271, 0.6504355974735753, 0.8352578886189768, 0.9933362595496638]",normalized_median_5,0.757397,11.614098,continuous,scatter
normalized_median,"(0.835258, 0.993336)","[0.0006439799570568626, 0.34516593635082243, 0.5100700477919271, 0.6504355974735753, 0.8352578886189768, 0.9933362595496638]",normalized_median_5,0.240065,11.573447,continuous,bar
normalized_median,"(0.835258, 0.993336)","[0.0006439799570568626, 0.34516593635082243, 0.5100700477919271, 0.6504355974735753, 0.8352578886189768, 0.9933362595496638]",normalized_median_5,1.0,11.633161,continuous,box
normalized_median,"(0.835258, 0.993336)","[0.0006439799570568626, 0.34516593635082243, 0.5100700477919271, 0.6504355974735753, 0.8352578886189768, 0.9933362595496638]",normalized_median_5,0.0,11.554583,continuous,histogram
normalized_median,"(0.835258, 0.993336)","[0.0006439799570568626, 0.34516593635082243, 0.5100700477919271, 0.6504355974735753, 0.8352578886189768, 0.9933362595496638]",normalized_median_5,0.102262,11.562619,continuous,heatmap
var,"(1.605201, 32.225376)","[2.5077526515815407e-05, 1.6052005600929224, 32.22537642817343, 802.6463076486889, 8941665.196451588]",var_2,1.0,11.609195,continuous,line
var,"(1.605201, 32.225376)","[2.5077526515815407e-05, 1.6052005600929224, 32.22537642817343, 802.6463076486889, 8941665.196451588]",var_2,0.929214,11.605116,continuous,scatter
var,"(1.605201, 32.225376)","[2.5077526515815407e-05, 1.6052005600929224, 32.22537642817343, 802.6463076486889, 8941665.196451588]",var_2,0.472903,11.578823,continuous,bar
var,"(1.605201, 32.225376)","[2.5077526515815407e-05, 1.6052005600929224, 32.22537642817343, 802.6463076486889, 8941665.196451588]",var_2,0.893809,11.603076,continuous,box
var,"(1.605201, 32.225376)","[2.5077526515815407e-05, 1.6052005600929224, 32.22537642817343, 802.6463076486889, 8941665.196451588]",var_2,0.0,11.551575,continuous,histogram
var,"(1.605201, 32.225376)","[2.5077526515815407e-05, 1.6052005600929224, 32.22537642817343, 802.6463076486889, 8941665.196451588]",var_2,0.3181,11.569904,continuous,heatmap
std,"(1.265435, 5.671287)","[0.00501265075057745, 1.265435202025598, 5.671287387417207, 28.329489892528905, 3000.464824061234]",std_2,1.0,11.598273,continuous,line
std,"(1.265435, 5.671287)","[0.00501265075057745, 1.265435202025598, 5.671287387417207, 28.329489892528905, 3000.464824061234]",std_2,0.920343,11.593454,continuous,scatter
std,"(1.265435, 5.671287)","[0.00501265075057745, 1.265435202025598, 5.671287387417207, 28.329489892528905, 3000.464824061234]",std_2,0.516514,11.569022,continuous,bar
std,"(1.265435, 5.671287)","[0.00501265075057745, 1.265435202025598, 5.671287387417207, 28.329489892528905, 3000.464824061234]",std_2,0.821896,11.587498,continuous,box
std,"(1.265435, 5.671287)","[0.00501265075057745, 1.265435202025598, 5.671287387417207, 28.329489892528905, 3000.464824061234]",std_2,0.0,11.537772,continuous,histogram
std,"(1.265435, 5.671287)","[0.00501265075057745, 1.265435202025598, 5.671287387417207, 28.329489892528905, 3000.464824061234]",std_2,0.36046,11.55958,continuous,heatmap
coeff_var,"(0.003253, 0.663605)","[0.0032526775221941202, 0.6636052427753325, 1.7603407242221216, 5.826227477519748, 326.19710867604397]",coeff_var_1,0.793677,11.614075,continuous,line
coeff_var,"(0.003253, 0.663605)","[0.0032526775221941202, 0.6636052427753325, 1.7603407242221216, 5.826227477519748, 326.19710867604397]",coeff_var_1,0.767496,11.611833,continuous,scatter
coeff_var,"(0.003253, 0.663605)","[0.0032526775221941202, 0.6636052427753325, 1.7603407242221216, 5.826227477519748, 326.19710867604397]",coeff_var_1,0.131737,11.557376,continuous,bar
coeff_var,"(0.003253, 0.663605)","[0.0032526775221941202, 0.6636052427753325, 1.7603407242221216, 5.826227477519748, 326.19710867604397]",coeff_var_1,1.0,11.631748,continuous,box
coeff_var,"(0.003253, 0.663605)","[0.0032526775221941202, 0.6636052427753325, 1.7603407242221216, 5.826227477519748, 326.19710867604397]",coeff_var_1,0.145685,11.55857,continuous,histogram
coeff_var,"(0.003253, 0.663605)","[0.0032526775221941202, 0.6636052427753325, 1.7603407242221216, 5.826227477519748, 326.19710867604397]",coeff_var_1,0.0,11.546092,continuous,heatmap
min,"(9.322484, 69.524663)","[0.26056706418914133, 1.817272958832402, 9.322483742621632, 69.52466286197784, 2234.3465037487395]",min_3,0.927334,11.687845,continuous,line
min,"(9.322484, 69.524663)","[0.26056706418914133, 1.817272958832402, 9.322483742621632, 69.52466286197784, 2234.3465037487395]",min_3,0.871592,11.683474,continuous,scatter
min,"(9.322484, 69.524663)","[0.26056706418914133, 1.817272958832402, 9.322483742621632, 69.52466286197784, 2234.3465037487395]",min_3,0.571276,11.659923,continuous,bar
min,"(9.322484, 69.524663)","[0.26056706418914133, 1.817272958832402, 9.322483742621632, 69.52466286197784, 2234.3465037487395]",min_3,1.0,11.693544,continuous,box
min,"(9.322484, 69.524663)","[0.26056706418914133, 1.817272958832402, 9.322483742621632, 69.52466286197784, 2234.3465037487395]",min_3,0.0,11.615125,continuous,histogram
min,"(9.322484, 69.524663)","[0.26056706418914133, 1.817272958832402, 9.322483742621632, 69.52466286197784, 2234.3465037487395]",min_3,0.104431,11.623314,continuous,heatmap
max,"(56.596889, 639.070255)","[1.3695104261367552, 5.469374160151327, 19.999878525272493, 56.596889114379884, 639.0702552057083, 26214.49350302417]",max_4,1.0,11.644872,continuous,line
max,"(56.596889, 639.070255)","[1.3695104261367552, 5.469374160151327, 19.999878525272493, 56.596889114379884, 639.0702552057083, 26214.49350302417]",max_4,0.878949,11.637093,continuous,scatter
max,"(56.596889, 639.070255)","[1.3695104261367552, 5.469374160151327, 19.999878525272493, 56.596889114379884, 639.0702552057083, 26214.49350302417]",max_4,0.279997,11.598602,continuous,bar
max,"(56.596889, 639.070255)","[1.3695104261367552, 5.469374160151327, 19.999878525272493, 56.596889114379884, 639.0702552057083, 26214.49350302417]",max_4,0.719137,11.626823,continuous,box
max,"(56.596889, 639.070255)","[1.3695104261367552, 5.469374160151327, 19.999878525272493, 56.596889114379884, 639.0702552057083, 26214.49350302417]",max_4,0.0,11.580609,continuous,histogram
max,"(56.596889, 639.070255)","[1.3695104261367552, 5.469374160151327, 19.999878525272493, 56.596889114379884, 639.0702552057083, 26214.49350302417]",max_4,0.091167,11.586467,continuous,heatmap
range,"(6.755744, 34.000127)","[0.0010489814216271044, 1.884129064832964, 6.755743844124582, 34.00012734936129, 164.90136858540188, 27356.06338867178]",range_3,1.0,11.624145,continuous,line
range,"(6.755744, 34.000127)","[0.0010489814216271044, 1.884129064832964, 6.755743844124582, 34.00012734936129, 164.90136858540188, 27356.06338867178]",range_3,0.799102,11.611189,continuous,scatter
range,"(6.755744, 34.000127)","[0.0010489814216271044, 1.884129064832964, 6.755743844124582, 34.00012734936129, 164.90136858540188, 27356.06338867178]",range_3,0.376318,11.583925,continuous,bar
range,"(6.755744, 34.000127)","[0.0010489814216271044, 1.884129064832964, 6.755743844124582, 34.00012734936129, 164.90136858540188, 27356.06338867178]",range_3,0.831885,11.613303,continuous,box
range,"(6.755744, 34.000127)","[0.0010489814216271044, 1.884129064832964, 6.755743844124582, 34.00012734936129, 164.90136858540188, 27356.06338867178]",range_3,0.0,11.559657,continuous,histogram
range,"(6.755744, 34.000127)","[0.0010489814216271044, 1.884129064832964, 6.755743844124582, 34.00012734936129, 164.90136858540188, 27356.06338867178]",range_3,0.31609,11.580041,continuous,heatmap
normalized_range,"(0.023459, 0.465089)","[0.023459269971616813, 0.4650886678887952, 1.0605909924353323, 1.7842451153262968, 2.6604745115772372, 21.228070812840613]",normalized_range_1,0.908329,11.608944,continuous,line
normalized_range,"(0.023459, 0.465089)","[0.023459269971616813, 0.4650886678887952, 1.0605909924353323, 1.7842451153262968, 2.6604745115772372, 21.228070812840613]",normalized_range_1,0.669171,11.589531,continuous,scatter
normalized_range,"(0.023459, 0.465089)","[0.023459269971616813, 0.4650886678887952, 1.0605909924353323, 1.7842451153262968, 2.6604745115772372, 21.228070812840613]",normalized_range_1,0.241964,11.554854,continuous,bar
normalized_range,"(0.023459, 0.465089)","[0.023459269971616813, 0.4650886678887952, 1.0605909924353323, 1.7842451153262968, 2.6604745115772372, 21.228070812840613]",normalized_range_1,1.0,11.616385,continuous,box
normalized_range,"(0.023459, 0.465089)","[0.023459269971616813, 0.4650886678887952, 1.0605909924353323, 1.7842451153262968, 2.6604745115772372, 21.228070812840613]",normalized_range_1,0.0,11.535213,continuous,histogram
normalized_range,"(0.023459, 0.465089)","[0.023459269971616813, 0.4650886678887952, 1.0605909924353323, 1.7842451153262968, 2.6604745115772372, 21.228070812840613]",normalized_range_1,0.058052,11.539926,continuous,heatmap
entropy,"(4.227416, 7.226597)","[0.2241236507892609, 1.3727904235932133, 2.299301989847614, 3.066440336473527, 4.227416124036235, 7.226597045621564]",entropy_5,1.0,11.699936,continuous,line
entropy,"(4.227416, 7.226597)","[0.2241236507892609, 1.3727904235932133, 2.299301989847614, 3.066440336473527, 4.227416124036235, 7.226597045621564]",entropy_5,0.826647,11.680022,continuous,scatter
entropy,"(4.227416, 7.226597)","[0.2241236507892609, 1.3727904235932133, 2.299301989847614, 3.066440336473527, 4.227416124036235, 7.226597045621564]",entropy_5,0.0,11.58506,continuous,bar
entropy,"(4.227416, 7.226597)","[0.2241236507892609, 1.3727904235932133, 2.299301989847614, 3.066440336473527, 4.227416124036235, 7.226597045621564]",entropy_5,0.839258,11.68147,continuous,box
entropy,"(4.227416, 7.226597)","[0.2241236507892609, 1.3727904235932133, 2.299301989847614, 3.066440336473527, 4.227416124036235, 7.226597045621564]",entropy_5,0.620914,11.656388,continuous,histogram
entropy,"(4.227416, 7.226597)","[0.2241236507892609, 1.3727904235932133, 2.299301989847614, 3.066440336473527, 4.227416124036235, 7.226597045621564]",entropy_5,0.519681,11.644759,continuous,heatmap
gini,"(0.003951, 0.091582)","[0.00395054218449419, 0.09158154010772704, 0.17946683315019454, 0.2661612808704376, 0.381471216414244, 0.5444116135758735]",gini_1,0.85997,11.643728,continuous,line
gini,"(0.003951, 0.091582)","[0.00395054218449419, 0.09158154010772704, 0.17946683315019454, 0.2661612808704376, 0.381471216414244, 0.5444116135758735]",gini_1,0.622672,11.625508,continuous,scatter
gini,"(0.003951, 0.091582)","[0.00395054218449419, 0.09158154010772704, 0.17946683315019454, 0.2661612808704376, 0.381471216414244, 0.5444116135758735]",gini_1,0.034067,11.580316,continuous,bar
gini,"(0.003951, 0.091582)","[0.00395054218449419, 0.09158154010772704, 0.17946683315019454, 0.2661612808704376, 0.381471216414244, 0.5444116135758735]",gini_1,1.0,11.654479,continuous,box
gini,"(0.003951, 0.091582)","[0.00395054218449419, 0.09158154010772704, 0.17946683315019454, 0.2661612808704376, 0.381471216414244, 0.5444116135758735]",gini_1,0.042446,11.580959,continuous,histogram
gini,"(0.003951, 0.091582)","[0.00395054218449419, 0.09158154010772704, 0.17946683315019454, 0.2661612808704376, 0.381471216414244, 0.5444116135758735]",gini_1,0.0,11.5777,continuous,heatmap
q25,"(17.98922, 2000.997711)","[0.00383262092795884, 0.993269883817242, 2.486012015035075, 17.989219874720412, 2000.9977107878653]",q25_4,1.0,11.658184,continuous,line
q25,"(17.98922, 2000.997711)","[0.00383262092795884, 0.993269883817242, 2.486012015035075, 17.989219874720412, 2000.9977107878653]",q25_4,0.792879,11.640441,continuous,scatter
q25,"(17.98922, 2000.997711)","[0.00383262092795884, 0.993269883817242, 2.486012015035075, 17.989219874720412, 2000.9977107878653]",q25_4,0.53358,11.618228,continuous,bar
q25,"(17.98922, 2000.997711)","[0.00383262092795884, 0.993269883817242, 2.486012015035075, 17.989219874720412, 2000.9977107878653]",q25_4,0.829361,11.643566,continuous,box
q25,"(17.98922, 2000.997711)","[0.00383262092795884, 0.993269883817242, 2.486012015035075, 17.989219874720412, 2000.9977107878653]",q25_4,0.0,11.572518,continuous,histogram
q25,"(17.98922, 2000.997711)","[0.00383262092795884, 0.993269883817242, 2.486012015035075, 17.989219874720412, 2000.9977107878653]",q25_4,0.326771,11.600511,continuous,heatmap
q75,"(18.232133, 2009.01328)","[0.007131026095875928, 1.65858569099057, 18.23213297659351, 2009.0132802261844]",q75_3,1.0,11.660243,continuous,line
q75,"(18.232133, 2009.01328)","[0.007131026095875928, 1.65858569099057, 18.23213297659351, 2009.0132802261844]",q75_3,0.781209,11.641027,continuous,scatter
q75,"(18.232133, 2009.01328)","[0.007131026095875928, 1.65858569099057, 18.23213297659351, 2009.0132802261844]",q75_3,0.527182,11.618715,continuous,bar
q75,"(18.232133, 2009.01328)","[0.007131026095875928, 1.65858569099057, 18.23213297659351, 2009.0132802261844]",q75_3,0.778547,11.640793,continuous,box
q75,"(18.232133, 2009.01328)","[0.007131026095875928, 1.65858569099057, 18.23213297659351, 2009.0132802261844]",q75_3,0.0,11.572413,continuous,histogram
q75,"(18.232133, 2009.01328)","[0.007131026095875928, 1.65858569099057, 18.23213297659351, 2009.0132802261844]",q75_3,0.321789,11.600676,continuous,heatmap
med_abs_dev,"(0.780167, 2.178284)","[2.4265916763397396e-05, 0.7801671246847797, 2.1782844193520083, 13.450038244185908, 2452.4554838709664]",med_abs_dev_2,0.812593,11.639924,continuous,line
med_abs_dev,"(0.780167, 2.178284)","[2.4265916763397396e-05, 0.7801671246847797, 2.1782844193520083, 13.450038244185908, 2452.4554838709664]",med_abs_dev_2,1.0,11.648378,continuous,scatter
med_abs_dev,"(0.780167, 2.178284)","[2.4265916763397396e-05, 0.7801671246847797, 2.1782844193520083, 13.450038244185908, 2452.4554838709664]",med_abs_dev_2,0.213541,11.612902,continuous,bar
med_abs_dev,"(0.780167, 2.178284)","[2.4265916763397396e-05, 0.7801671246847797, 2.1782844193520083, 13.450038244185908, 2452.4554838709664]",med_abs_dev_2,0.985673,11.647731,continuous,box
med_abs_dev,"(0.780167, 2.178284)","[2.4265916763397396e-05, 0.7801671246847797, 2.1782844193520083, 13.450038244185908, 2452.4554838709664]",med_abs_dev_2,0.0,11.603269,continuous,histogram
med_abs_dev,"(0.780167, 2.178284)","[2.4265916763397396e-05, 0.7801671246847797, 2.1782844193520083, 13.450038244185908, 2452.4554838709664]",med_abs_dev_2,0.048215,11.605444,continuous,heatmap
avg_abs_dev,"(0.899254, 4.595697)","[0.0016913167480379343, 0.8992536992026909, 4.595696832287696, 21.805817592374737, 2579.856231098791]",avg_abs_dev_2,0.99313,11.61052,continuous,line
avg_abs_dev,"(0.899254, 4.595697)","[0.0016913167480379343, 0.8992536992026909, 4.595696832287696, 21.805817592374737, 2579.856231098791]",avg_abs_dev_2,1.0,11.610905,continuous,scatter
avg_abs_dev,"(0.899254, 4.595697)","[0.0016913167480379343, 0.8992536992026909, 4.595696832287696, 21.805817592374737, 2579.856231098791]",avg_abs_dev_2,0.479549,11.581755,continuous,bar
avg_abs_dev,"(0.899254, 4.595697)","[0.0016913167480379343, 0.8992536992026909, 4.595696832287696, 21.805817592374737, 2579.856231098791]",avg_abs_dev_2,0.84479,11.602212,continuous,box
avg_abs_dev,"(0.899254, 4.595697)","[0.0016913167480379343, 0.8992536992026909, 4.595696832287696, 21.805817592374737, 2579.856231098791]",avg_abs_dev_2,0.0,11.554897,continuous,histogram
avg_abs_dev,"(0.899254, 4.595697)","[0.0016913167480379343, 0.8992536992026909, 4.595696832287696, 21.805817592374737, 2579.856231098791]",avg_abs_dev_2,0.353771,11.574711,continuous,heatmap
skewness,"(0.622371, 3.101169)","[-0.393793818426709, -0.008621457328779593, 0.00147035170271392, 0.6223711049364465, 3.101168877463187]",skewness_4,0.414685,11.660593,continuous,line
skewness,"(0.622371, 3.101169)","[-0.393793818426709, -0.008621457328779593, 0.00147035170271392, 0.6223711049364465, 3.101168877463187]",skewness_4,0.309797,11.653403,continuous,scatter
skewness,"(0.622371, 3.101169)","[-0.393793818426709, -0.008621457328779593, 0.00147035170271392, 0.6223711049364465, 3.101168877463187]",skewness_4,0.491678,11.66587,continuous,bar
skewness,"(0.622371, 3.101169)","[-0.393793818426709, -0.008621457328779593, 0.00147035170271392, 0.6223711049364465, 3.101168877463187]",skewness_4,1.0,11.700712,continuous,box
skewness,"(0.622371, 3.101169)","[-0.393793818426709, -0.008621457328779593, 0.00147035170271392, 0.6223711049364465, 3.101168877463187]",skewness_4,0.039623,11.634884,continuous,histogram
skewness,"(0.622371, 3.101169)","[-0.393793818426709, -0.008621457328779593, 0.00147035170271392, 0.6223711049364465, 3.101168877463187]",skewness_4,0.0,11.632168,continuous,heatmap
kurtosis,"(-0.170266, 1.576615)","[-1.484341488230613, -1.1909797564629585, -0.8387569783387647, -0.17026565258541418, 1.5766148755627292, 12.258251583653113]",kurtosis_4,0.557506,11.67571,continuous,line
kurtosis,"(-0.170266, 1.576615)","[-1.484341488230613, -1.1909797564629585, -0.8387569783387647, -0.17026565258541418, 1.5766148755627292, 12.258251583653113]",kurtosis_4,0.413849,11.66187,continuous,scatter
kurtosis,"(-0.170266, 1.576615)","[-1.484341488230613, -1.1909797564629585, -0.8387569783387647, -0.17026565258541418, 1.5766148755627292, 12.258251583653113]",kurtosis_4,0.166511,11.63804,continuous,bar
kurtosis,"(-0.170266, 1.576615)","[-1.484341488230613, -1.1909797564629585, -0.8387569783387647, -0.17026565258541418, 1.5766148755627292, 12.258251583653113]",kurtosis_4,1.0,11.718342,continuous,box
kurtosis,"(-0.170266, 1.576615)","[-1.484341488230613, -1.1909797564629585, -0.8387569783387647, -0.17026565258541418, 1.5766148755627292, 12.258251583653113]",kurtosis_4,0.182044,11.639537,continuous,histogram
kurtosis,"(-0.170266, 1.576615)","[-1.484341488230613, -1.1909797564629585, -0.8387569783387647, -0.17026565258541418, 1.5766148755627292, 12.258251583653113]",kurtosis_4,0.0,11.621998,continuous,heatmap
moment_5,"(0.355497, 6066.188036)","[-1201.2660502772187, -5.1192298600893e-08, 0.3554970558420264, 6066.188035534273, 602660358950995.5]",moment_5_3,0.49348,11.605061,continuous,line
moment_5,"(0.355497, 6066.188036)","[-1201.2660502772187, -5.1192298600893e-08, 0.3554970558420264, 6066.188035534273, 602660358950995.5]",moment_5_3,0.501346,11.605514,continuous,scatter
moment_5,"(0.355497, 6066.188036)","[-1201.2660502772187, -5.1192298600893e-08, 0.3554970558420264, 6066.188035534273, 602660358950995.5]",moment_5_3,0.05188,11.579626,continuous,bar
moment_5,"(0.355497, 6066.188036)","[-1201.2660502772187, -5.1192298600893e-08, 0.3554970558420264, 6066.188035534273, 602660358950995.5]",moment_5_3,1.0,11.634236,continuous,box
moment_5,"(0.355497, 6066.188036)","[-1201.2660502772187, -5.1192298600893e-08, 0.3554970558420264, 6066.188035534273, 602660358950995.5]",moment_5_3,0.175181,11.586728,continuous,histogram
moment_5,"(0.355497, 6066.188036)","[-1201.2660502772187, -5.1192298600893e-08, 0.3554970558420264, 6066.188035534273, 602660358950995.5]",moment_5_3,0.0,11.576637,continuous,heatmap
moment_6,"(24.470863, 2608316.970645)","[3.7047958857628857e-13, 24.470863465339907, 2608316.9706451613, 44125102529.89933, 1.3190857928921512e+20]",moment_6_2,1.0,11.608205,continuous,line
moment_6,"(24.470863, 2608316.970645)","[3.7047958857628857e-13, 24.470863465339907, 2608316.9706451613, 44125102529.89933, 1.3190857928921512e+20]",moment_6_2,0.869258,11.60014,continuous,scatter
moment_6,"(24.470863, 2608316.970645)","[3.7047958857628857e-13, 24.470863465339907, 2608316.9706451613, 44125102529.89933, 1.3190857928921512e+20]",moment_6_2,0.376287,11.569732,continuous,bar
moment_6,"(24.470863, 2608316.970645)","[3.7047958857628857e-13, 24.470863465339907, 2608316.9706451613, 44125102529.89933, 1.3190857928921512e+20]",moment_6_2,0.839337,11.598294,continuous,box
moment_6,"(24.470863, 2608316.970645)","[3.7047958857628857e-13, 24.470863465339907, 2608316.9706451613, 44125102529.89933, 1.3190857928921512e+20]",moment_6_2,0.0,11.546521,continuous,histogram
moment_6,"(24.470863, 2608316.970645)","[3.7047958857628857e-13, 24.470863465339907, 2608316.9706451613, 44125102529.89933, 1.3190857928921512e+20]",moment_6_2,0.284769,11.564086,continuous,heatmap
moment_7,"(35631.606717, 2.9994971860657484e+19)","[-8080.4938661637225, -1.1803249820933025e-29, 0.03544333368539812, 35631.60671685985, 2.9994971860657484e+19]",moment_7_4,0.677825,11.620657,continuous,line
moment_7,"(35631.606717, 2.9994971860657484e+19)","[-8080.4938661637225, -1.1803249820933025e-29, 0.03544333368539812, 35631.60671685985, 2.9994971860657484e+19]",moment_7_4,0.591999,11.616201,continuous,scatter
moment_7,"(35631.606717, 2.9994971860657484e+19)","[-8080.4938661637225, -1.1803249820933025e-29, 0.03544333368539812, 35631.60671685985, 2.9994971860657484e+19]",moment_7_4,0.321864,11.602176,continuous,bar
moment_7,"(35631.606717, 2.9994971860657484e+19)","[-8080.4938661637225, -1.1803249820933025e-29, 0.03544333368539812, 35631.60671685985, 2.9994971860657484e+19]",moment_7_4,1.0,11.637384,continuous,box
moment_7,"(35631.606717, 2.9994971860657484e+19)","[-8080.4938661637225, -1.1803249820933025e-29, 0.03544333368539812, 35631.60671685985, 2.9994971860657484e+19]",moment_7_4,0.0,11.585465,continuous,histogram
moment_7,"(35631.606717, 2.9994971860657484e+19)","[-8080.4938661637225, -1.1803249820933025e-29, 0.03544333368539812, 35631.60671685985, 2.9994971860657484e+19]",moment_7_4,0.09508,11.590401,continuous,heatmap
moment_8,"(105.55833, 7902707318.585811)","[6.96370545438728e-17, 105.55832996983654, 7902707318.585811, 313954491464076.7, 2.5877225658845137e+24]",moment_8_2,1.0,11.627299,continuous,line
moment_8,"(105.55833, 7902707318.585811)","[6.96370545438728e-17, 105.55832996983654, 7902707318.585811, 313954491464076.7, 2.5877225658845137e+24]",moment_8_2,0.839861,11.616975,continuous,scatter
